,level_0,Card,Tags
2972,2972,Goblin War Cry,['prevent blocker']
2973,2973,Goblin War Strike,"['burn player', 'noncreature tribal', 'removal-planeswalker-burn', 'tribal-goblin', 'burn', 'removal', 'removal-planeswalker', 'typal', 'typal-creature']"
2974,2974,Golden Bear,[]
2975,2975,Harmony of Nature,"['lifegain', 'tap fuel-creature']"
2976,2976,Ironhoof Ox,"['stalking', 'evasion']"
2977,2977,Jagged Lightning,"['removal-creature-burn', 'burn', 'removal', 'removal-creature']"
2978,2978,Just Fate,"['combat timing restriction', 'hate-attacker', 'removal-creature-destroy', 'casting restriction', 'removal', 'removal-creature', 'timing restriction']"
2979,2979,Kiss of Death,"['burn player', 'drain life', 'removal-planeswalker-burn', 'burn', 'inverted effects', 'lifegain', 'removal', 'removal-planeswalker']"
2980,2980,Lone Wolf,['unstoppable']
2981,2981,Lurking Nightstalker,"['attack trigger', 'synergy-attacker-self']"
2982,2982,Lynx,"['french vanilla walker', 'single english word name', 'card names', 'evasion', 'flavors of vanilla', 'french vanilla']"
2983,2983,Magma Giant,"['burn player-each', 'sweeper-creature-burn', 'virtual vanilla', 'burn', 'burn player', 'flavors of vanilla', 'sweeper', 'sweeper-creature']"
2984,2984,Moaning Spirit,"['evasion', 'french vanilla', 'flavors of vanilla']"
2985,2985,Nightstalker Engine,"['lhurgoyf', 'undergrowth', 'cards in graveyard matter']"
2986,2986,Norwood Archers,"['creature type erratum', 'french vanilla', 'flavors of vanilla']"
2987,2987,Norwood Priestess,"['creature type erratum', 'sneak', 'sneak-creature', 'synergy-green', 'cost ignorer']"
2988,2988,Norwood Ranger,['creature type erratum']
2989,2989,Norwood Riders,"['stalking', 'evasion']"
2990,2990,Norwood Warrior,"['block trigger', 'creature type erratum', 'hate-blocker']"
2991,2991,Obsidian Giant,[]
2992,2992,Ogre Arsonist,"['removal-land-destroy', 'virtual vanilla', 'flavors of vanilla', 'removal', 'removal-land']"
2993,2993,Ogre Berserker,"['creature type erratum', 'eponymous', 'french vanilla', 'flavors of vanilla']"
2994,2994,Ogre Taskmaster,['drawback']
2995,2995,Ogre Warrior,"['creature type erratum', 'eponymous']"
2996,2996,Piracy,"['restricted mana', 'single english word name', 'tapper-land', 'theft-mana', 'card names', 'control changing effects', 'tapper', 'theft']"
2997,2997,Plated Wurm,[]
2998,2998,Predatory Nightstalker,"['removal-creature-sacrifice', 'virtual vanilla', 'flavors of vanilla', 'removal', 'removal-creature']"
2999,2999,Prowling Nightstalker,['evasion']
3000,3000,Raiding Nightstalker,"['french vanilla walker', 'evasion', 'flavors of vanilla', 'french vanilla']"
3001,3001,Rain of Daggers,"['life payment', 'sweeper-creature-destroy', 'sweeper-one-sided', 'sweeper', 'sweeper-creature']"
3002,3002,Rally the Troops,"['combat timing restriction', 'extra untap', 'hate-attacker', 'untapper-creature', 'casting restriction', 'timing restriction', 'untapper']"
3003,3003,Ravenous Rats,"['alliteration', 'discard', 'virtual vanilla', 'card names', 'flavors of vanilla']"
3004,3004,Razorclaw Bear,"['block trigger', 'hate-blocker']"
3005,3005,Remove,"['counterspell-exile', 'interrupt', 'single english word name', 'blue effect', 'card names', 'counterspell', 'deprecated card types', 'exile-from-stack', 'remove-from-stack']"
3006,3006,Renewing Touch,"['restock-creature', 'recursion', 'restock']"
3007,3007,Return of the Nightstalkers,"['drawback', 'noncreature tribal', 'reanimate-creature', 'sweeper-one-sided', 'tribal-nightstalker', 'reanimate', 'recursion', 'recursion-creature', 'typal', 'typal-creature']"
3008,3008,Righteous Charge,['power boost to all']
3009,3009,Righteous Fury,"['hate-tapped', 'lifegain', 'sweeper-creature-destroy', 'sweeper', 'sweeper-creature']"
3010,3010,River Bear,"['french vanilla walker', 'evasion', 'flavors of vanilla', 'french vanilla']"
3011,3011,Salvage,"['recursion-any', 'restock', 'single english word name', 'card names', 'recursion']"
3012,3012,Screeching Drake,"['loot', 'virtual french vanilla', 'blue effect', 'card advantage', 'discard outlet', 'flavors of vanilla']"
3013,3013,Sea Drake,"['drawback', 'rescue-land', 'virtual french vanilla', 'bounce', 'flavors of vanilla', 'rescue']"
3014,3014,Sleight of Hand,"['cantrip', 'impulse', 'card advantage', 'draw']"
3015,3015,Steam Catapult,"['creature type erratum', 'hate-tapped', 'removal-creature-destroy', 'removal', 'removal-creature']"
3016,3016,Steam Frigate,"['creature type erratum', 'drawback', 'landhome', 'restricted attacker', 'deprecated mechanics']"
3017,3017,Swarm of Rats,"['noncreature tribal', 'tribal-rat', 'typal', 'typal-creature']"
3018,3018,Sylvan Basilisk,"['block trigger', 'hate-blocker', 'old blocking deathtouch', 'removal-creature-destroy', 'deprecated mechanics', 'removal', 'removal-creature']"
3019,3019,Sylvan Yeti,"['creature type erratum', 'maro', 'hand size matters']"
3020,3020,Talas Air Ship,"['creature type erratum', 'evasion', 'french vanilla', 'flavors of vanilla']"
3021,3021,Talas Explorer,"['creature type erratum', 'evasion', 'virtual french vanilla', 'flavors of vanilla']"
3022,3022,Talas Merchant,['creature type erratum']
3023,3023,Talas Researcher,"['creature type erratum', 'repeatable draw', 'card advantage', 'draw']"
3024,3024,Talas Scout,"['creature type erratum', 'evasion', 'french vanilla', 'flavors of vanilla']"
3025,3025,Talas Warrior,"['creature type erratum', 'unblockable', 'unique type line', 'evasion']"
3026,3026,Temple Acolyte,"['creature type erratum', 'lifegain', 'virtual vanilla', 'flavors of vanilla']"
3027,3027,Temple Elder,"['creature type erratum', 'lifegain']"
3028,3028,Temporal Manipulation,['extra turn']
3029,3029,Town Sentry,"['block trigger', 'creature type erratum', 'synergy-blocker-self']"
3030,3030,Tree Monkey,"['french vanilla', 'flavors of vanilla']"
3031,3031,Trokin High Guard,['creature type erratum']
3032,3032,Vampiric Spirit,"['drawback', 'life payment', 'virtual french vanilla', 'flavors of vanilla']"
3033,3033,Volunteer Militia,['creature type erratum']
3034,3034,Warrior's Stand,"['combat timing restriction', 'hate-attacker', 'power boost to all', 'casting restriction', 'timing restriction']"
3035,3035,Wildfire,"['burn player', 'removal-planeswalker-burn', 'burn', 'removal', 'removal-planeswalker']"
3036,3036,Wild Griffin,"['evasion', 'french vanilla', 'flavors of vanilla']"
3037,3037,Wild Ox,"['french vanilla walker', 'evasion', 'flavors of vanilla', 'french vanilla']"
3038,3038,Wind Sail,"['gives flying', 'gives-evasion']"
3039,3039,Absolute Grace,"['gives protection', 'gives-evasion', 'hate-black', 'protects-creature', 'symmetrical', 'usg-storyline-in-cards', 'hate-color', 'protects-permanent']"
3040,3040,Absolute Law,"['gives protection', 'gives-evasion', 'hate-red', 'protects-creature', 'symmetrical', 'hate-color', 'protects-permanent']"
3041,3041,Abundance,"['consult', 'single english word name', 'card advantage', 'card names']"
3042,3042,Abyssal Horror,"['discard', 'evasion', 'virtual french vanilla', 'flavors of vanilla']"
3043,3043,Academy Researchers,"['creature type erratum', 'sneak', 'sneak-aura', 'synergy-aura', 'virtual vanilla', 'cost ignorer', 'flavors of vanilla']"
3044,3044,Acidic Soil,"['burn player-each', 'symmetrical', 'usg-storyline-in-cards', 'burn', 'burn player']"
3045,3045,Acridian,"['drawback', 'french vanilla', 'single english word name', 'card names', 'flavors of vanilla']"
3046,3046,Albino Troll,"['drawback', 'regenerates self']"
3047,3047,Angelic Chorus,"['soul warden ability', 'toughness matters', 'creaturefall', 'lifegain']"
3048,3048,Angelic Page,"['creature type erratum', 'evasion', 'synergy-attacker', 'synergy-blocker']"
3049,3049,Annul,"['counterspell-artifact', 'counterspell-enchantment', 'interrupt', 'single english word name', 'blue effect', 'card names', 'counterspell', 'deprecated card types']"
3050,3050,Antagonism,"['burn player', 'single english word name', 'symmetrical', 'burn', 'card names']"
3051,3051,Arcane Laboratory,"['rule of law', 'symmetrical', 'hate-storm']"
3052,3052,Arc Lightning,"['arc lightning', 'burn any', 'removal-creature-burn', 'burn', 'removal', 'removal-creature']"
3053,3053,Argothian Elder,"['creature type erratum', 'mana dork', 'untapper-land', 'mana producer', 'ramp', 'untapper']"
3054,3054,Argothian Enchantress,"['cast trigger-you', 'creature type erratum', 'enchantment engine', 'repeatable draw', 'synergy-enchantment', 'card advantage', 'cast trigger', 'draw']"
3055,3055,Argothian Swine,"['french vanilla', 'flavors of vanilla']"
3056,3056,Argothian Wurm,"['drawback', 'punisher', 'removal-land-sacrifice', 'tuck-self', 'virtual french vanilla', 'dilemma', 'flavors of vanilla', 'tuck']"
3057,3057,Attunement,"['bounce-self', 'loot', 'single english word name', 'blue effect', 'card advantage', 'card names', 'discard outlet']"
3058,3058,Back to Basics,"['alliteration', 'hate-nonbasic-land', 'lockdown', 'lockdown-land', 'card names']"
3059,3059,"Barrin, Master Wizard","['counts as a type', 'creature type erratum', 'removal-creature-bounce', 'sacrifice outlet-permanent', 'removal', 'removal-creature', 'sacrifice outlet']"
3060,3060,Barrin's Codex,"['aesthetic counter', 'draw', 'namesake-spell', 'sacrifice self', 'tome', 'card advantage', 'card names']"
3061,3061,Bedlam,"['prevent blocker', 'single english word name', 'symmetrical', 'card names']"
3062,3062,Befoul,"['removal-creature-destroy', 'removal-land-destroy', 'single english word name', 'usg-storyline-in-cards', 'card names', 'removal', 'removal-creature', 'removal-land']"
3063,3063,Bereavement,"['death trigger', 'discard', 'hate-green', 'single english word name', 'usg-storyline-in-cards', 'card names', 'hate-color', 'leaves battlefield trigger']"
3064,3064,Blanchwood Armor,"['cycle-bro-basic-land-count', 'maro-sorcerer', 'synergy-forest', 'lands matter']"
3065,3065,Blanchwood Treefolk,['usg-storyline-in-cards']
3066,3066,Blasted Landscape,"['activate from hand', 'cycle-usg-2-cycling-land', 'draw', 'usg-storyline-in-cards', 'utility land', 'card advantage', 'cycle', 'cycle-cycling-land', 'cycle-land', 'cycle-mono-land']"
3067,3067,Blood Vassal,"['adds multiple mana', 'mana dork egg', 'mana producer', 'martyr', 'ramp', 'sacrifice self']"
3068,3068,Brand,"['removal-permanent-sacrifice', 'saboteur', 'unique type line', 'removal', 'removal-artifact', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-land', 'removal-permanent', 'removal-planeswalker']"
3069,3069,Bravado,"['creature count matters', 'single english word name', 'usg-storyline-in-cards', 'card names']"
3070,3070,Breach,"['boost-power', 'gives fear', 'single english word name', 'card names', 'gives-evasion']"
3071,3071,Brilliant Halo,"['cycle-usg-perpetual-aura', 'regrowth-self', 'card advantage', 'cycle', 'perpetual aura', 'recursion', 'regrowth']"
3072,3072,Bulwark,"['burn player', 'hand size matters', 'single english word name', 'burn', 'card names']"
3073,3073,Cackling Fiend,"['discard', 'virtual vanilla', 'flavors of vanilla']"
3074,3074,Carpet of Flowers,"['adds multiple mana', 'hate-island', 'ramp']"
3075,3075,Carrion Beetles,['hate-graveyard']
3076,3076,Catalog,"['catalog', 'draw', 'loot', 'single english word name', 'blue effect', 'card advantage', 'card names', 'discard outlet']"
3077,3077,Catastrophe,"['modal', 'single english word name', 'sweeper-creature-destroy', 'sweeper-land-destroy', 'symmetrical', 'usg-storyline-in-cards', 'card names', 'sweeper', 'sweeper-creature', 'sweeper-land']"
3078,3078,Cathodion,"['creature type erratum', 'death trigger-self', 'death trigger', 'leaves battlefield trigger']"
3079,3079,Cave Tiger,"['block trigger', 'hate-blocker', 'rampage']"
3080,3080,Child of Gaea,"['drawback', 'namesake-spell', 'regenerates self', 'upkeep cost', 'card names']"
3081,3081,Chimeric Staff,"['animate self', 'creature type erratum', 'mana sink', 'animate', 'type change']"
3082,3082,Citanul Centaurs,"['alliteration', 'drawback', 'french vanilla', 'card names', 'flavors of vanilla']"
3083,3083,Citanul Flute,"['mana sink', 'tome', 'tutor-cmc', 'tutor-creature', 'tutor-to-hand', 'tutor', 'tutor-to']"
3084,3084,Citanul Hierophants,"['creature type erratum', 'gives mana ability', 'mana dork', 'mana producer', 'ramp']"
3085,3085,Claws of Gix,"['lifegain', 'namesake-spell', 'sacrifice outlet-permanent', 'usg-storyline-in-cards', 'card names', 'sacrifice outlet']"
3086,3086,Clear,"['attack trigger', 'evasion', 'gives flying', 'gives indestructible', 'protects-creature', 'synergy-attacker', 'synergy-attacker-self', 'gives-evasion', 'protects-permanent']"
3087,3087,Cloak of Mists,"['gives unblockable', 'gives-evasion']"
3088,3088,Confiscate,"['ramp', 'single english word name', 'theft-permanent', 'card names', 'control changing effects', 'theft']"
3089,3089,Congregate,"['creature count matters', 'lifegain', 'single english word name', 'card names']"
3090,3090,Contamination,"['blood moon effect', 'mana filter', 'sacrifice outlet-creature', 'single english word name', 'upkeep cost', 'card names', 'sacrifice outlet']"
3091,3091,Copper Gnomes,"['creature type erratum', 'martyr', 'sneak', 'sneak-artifact', 'synergy-artifact', 'cost ignorer', 'sacrifice self']"
3092,3092,Coral Merfolk,[]
3093,3093,Corrupt,"['burn any', 'cycle-bro-basic-land-count', 'cycle-shm-basic-land-count', 'drain creature', 'drain life', 'single english word name', 'synergy-swamp', 'usg-storyline-in-cards', 'burn', 'card names', 'cycle', 'inverted effects', 'lands matter', 'lifegain', 'removal', 'removal-creature', 'removal-creature-burn']"
3094,3094,Cradle Guard,"['drawback', 'french vanilla', 'flavors of vanilla']"
3095,3095,Crater Hellion,"['creature type erratum', 'drawback', 'sweeper-creature-burn', 'symmetrical', 'virtual vanilla', 'flavors of vanilla', 'sweeper', 'sweeper-creature']"
3096,3096,Crazed Skirge,"['creature type erratum', 'evasion', 'french vanilla', 'flavors of vanilla']"
3097,3097,Crosswinds,"['hate-flying', 'single english word name', 'usg-storyline-in-cards', 'card names']"
3098,3098,Crystal Chimes,"['alliteration', 'regrowth-enchantment', 'sacrifice self', 'usg-storyline-in-cards', 'card advantage', 'card names', 'recursion', 'recursion-enchantment', 'regrowth']"
3099,3099,Curfew,"['removal-creature-bounce', 'rescue-creature', 'single english word name', 'bounce', 'card names', 'removal', 'removal-creature', 'rescue']"
3100,3100,Darkest Hour,"['color change', 'symmetrical', 'usg-storyline-in-cards']"
3101,3101,Dark Hatchling,"['evasion', 'removal-creature-destroy', 'virtual french vanilla', 'flavors of vanilla', 'removal', 'removal-creature']"
3102,3102,Defensive Formation,"['hate-attacker', 'synergy-blocker']"
3103,3103,Despondency,"['cycle-usg-perpetual-aura', 'regrowth-self', 'single english word name', 'card advantage', 'card names', 'cycle', 'perpetual aura', 'recursion', 'regrowth']"
3104,3104,Destructive Urge,"['removal-land-sacrifice', 'saboteur']"
3105,3105,Diabolic Servitude,"['bounce-self', 'death trigger', 'reanimate-creature', 'leaves battlefield trigger', 'reanimate', 'recursion', 'recursion-creature']"
3106,3106,Disciple of Grace,[]
3107,3107,Disciple of Law,"['activate from hand', 'creature type erratum', 'draw', 'evasion', 'hate-red', 'card advantage', 'hate-color']"
3108,3108,Discordant Dirge,"['alliteration', 'counters matter', 'cycle-usg-rare-growing-enchant', 'discard', 'sacrifice self', 'thoughtseize', 'card names', 'cycle', 'hand disruption']"
3109,3109,Disorder,"['burn player', 'hate-white', 'single english word name', 'sweeper-creature-burn', 'burn', 'card names', 'hate-color', 'sweeper', 'sweeper-creature']"
3110,3110,Disruptive Student,"['counterspell-reusable', 'counterspell-soft', 'creature type erratum', 'blue effect', 'counterspell']"
3111,3111,Douse,"['counterspell-reusable', 'hate-red', 'single english word name', 'usg-storyline-in-cards', 'blue effect', 'card names', 'counterspell', 'hate-color']"
3112,3112,Dragon Blood,['gives pp counters']
3113,3113,Drifting Djinn,"['activate from hand', 'alliteration', 'draw', 'drawback', 'evasion', 'upkeep cost', 'card advantage', 'card names']"
3114,3114,Drifting Meadow,"['activate from hand', 'cycle-usg-2-cycling-land', 'draw', 'tapland', 'utility land', 'card advantage', 'cycle', 'cycle-cycling-land', 'cycle-land', 'cycle-mono-land']"
